"text","chapter","chapter-title"
"pointers from each node to its respective root. If both nodes reach the same root,","chapter-6","Non-Binary Trees"
"then they must be in the same tree. If the roots are different, then the two nodes are","chapter-6","Non-Binary Trees"
"not in the same tree. The process of finding the ultimate root for a given node we","chapter-6","Non-Binary Trees"
"will call FIND.","chapter-6","Non-Binary Trees"
"The parent pointer representation is most often used to maintain a collection of","chapter-6","Non-Binary Trees"
"disjoint sets. Two disjoint sets share no members in common (their intersection is","chapter-6","Non-Binary Trees"
"empty). A collection of disjoint sets partitions some objects such that every object","chapter-6","Non-Binary Trees"
"is in exactly one of the disjoint sets. There are two basic operations that we wish to","chapter-6","Non-Binary Trees"
"support:","chapter-6","Non-Binary Trees"
"(1) determine if two objects are in the same set, and","chapter-6","Non-Binary Trees"
"(2) merge two sets together.","chapter-6","Non-Binary Trees"
"Because two merged sets are united, the merging operation is called UNION and","chapter-6","Non-Binary Trees"
"the whole process of determining if two objects are in the same set and then merging","chapter-6","Non-Binary Trees"
"the sets goes by the name “UNION/FIND.”","chapter-6","Non-Binary Trees"
"To implement UNION/FIND, we represent each disjoint set with a separate","chapter-6","Non-Binary Trees"
"general tree. Two objects are in the same disjoint set if they are in the same tree.","chapter-6","Non-Binary Trees"
"Every node of the tree (except for the root) has precisely one parent. Thus, each","chapter-6","Non-Binary Trees"
"node requires the same space to represent it. The collection of objects is typically","chapter-6","Non-Binary Trees"
"stored in an array, where each element of the array corresponds to one object, and","chapter-6","Non-Binary Trees"
"each element stores the object’s value. The objects also correspond to nodes in","chapter-6","Non-Binary Trees"
"the various disjoint trees (one tree for each disjoint set), so we also store the parent","chapter-6","Non-Binary Trees"
"value with each object in the array. Those nodes that are the roots of their respective","chapter-6","Non-Binary Trees"
"trees store an appropriate indicator. Note that this representation means that a single","chapter-6","Non-Binary Trees"
"array is being used to implement a collection of trees. This makes it easy to merge","chapter-6","Non-Binary Trees"
"trees together with UNION operations.","chapter-6","Non-Binary Trees"
"Figure 6.4 shows the parent pointer implementation for the general tree, called","chapter-6","Non-Binary Trees"
"ParPtrTree. This class is greatly simplified from the declarations of Figure 6.2","chapter-6","Non-Binary Trees"
"because we need only a subset of the general tree operations. Instead of implement-","chapter-6","Non-Binary Trees"
"ing a separate node class, ParPtrTree simply stores an array where each array","chapter-6","Non-Binary Trees"
"element corresponds to a node of the tree. Each position i of the array stores the","chapter-6","Non-Binary Trees"
"value for node i and the array position for the parent of node i. Class ParPtrTree","chapter-6","Non-Binary Trees"
"200 Chap. 6 Non-Binary Trees","chapter-6","Non-Binary Trees"
"/** General Tree class implementation for UNION/FIND */","chapter-6","Non-Binary Trees"
"class ParPtrTree {","chapter-6","Non-Binary Trees"
"private Integer [] array; // Node array","chapter-6","Non-Binary Trees"
"public ParPtrTree(int size) {","chapter-6","Non-Binary Trees"
"array = new Integer[size]; // Create node array","chapter-6","Non-Binary Trees"
"for (int i=0; i<size; i++)","chapter-6","Non-Binary Trees"
"array[i] = null;","chapter-6","Non-Binary Trees"
"}","chapter-6","Non-Binary Trees"
"/** Determine if nodes are in different trees */","chapter-6","Non-Binary Trees"
"public boolean differ(int a, int b) {","chapter-6","Non-Binary Trees"
"Integer root1 = FIND(a); // Find root of node a","chapter-6","Non-Binary Trees"
"Integer root2 = FIND(b); // Find root of node b","chapter-6","Non-Binary Trees"
"return root1 != root2; // Compare roots","chapter-6","Non-Binary Trees"
"}","chapter-6","Non-Binary Trees"
"/** Merge two subtrees */","chapter-6","Non-Binary Trees"
"public void UNION(int a, int b) {","chapter-6","Non-Binary Trees"
"Integer root1 = FIND(a); // Find root of node a","chapter-6","Non-Binary Trees"
"Integer root2 = FIND(b); // Find root of node b","chapter-6","Non-Binary Trees"
"if (root1 != root2) array[root2] = root1; // Merge","chapter-6","Non-Binary Trees"
"}","chapter-6","Non-Binary Trees"
"/** @return The root of curr’s tree */","chapter-6","Non-Binary Trees"
"public Integer FIND(Integer curr) {","chapter-6","Non-Binary Trees"
"if (array[curr] == null) return curr; // At root","chapter-6","Non-Binary Trees"
"while (array[curr] != null) curr = array[curr];","chapter-6","Non-Binary Trees"
"return curr;","chapter-6","Non-Binary Trees"
"}","chapter-6","Non-Binary Trees"
"Figure 6.4 General tree implementation using parent pointers for the UNION/","chapter-6","Non-Binary Trees"
"FIND algorithm.","chapter-6","Non-Binary Trees"
"is given two new methods, differ and UNION. Method differ checks if two","chapter-6","Non-Binary Trees"
"objects are in different sets, and method UNION merges two sets together. A private","chapter-6","Non-Binary Trees"
"method FIND is used to find the ultimate root for an object.","chapter-6","Non-Binary Trees"
"An application using the UNION/FIND operations should store a set of n ob-","chapter-6","Non-Binary Trees"
"jects, where each object is assigned a unique index in the range 0 to n − 1. The","chapter-6","Non-Binary Trees"
"indices refer to the corresponding parent pointers in the array. Class ParPtrTree","chapter-6","Non-Binary Trees"
"creates and initializes the UNION/FIND array, and methods differ and UNION","chapter-6","Non-Binary Trees"
"take array indices as inputs.","chapter-6","Non-Binary Trees"
"Figure 6.5 illustrates the parent pointer implementation. Note that the nodes","chapter-6","Non-Binary Trees"
"can appear in any order within the array, and the array can store up to n separate","chapter-6","Non-Binary Trees"
"trees. For example, Figure 6.5 shows two trees stored in the same array. Thus,","chapter-6","Non-Binary Trees"
"a single array can store a collection of items distributed among an arbitrary (and","chapter-6","Non-Binary Trees"
"changing) number of disjoint subsets.","chapter-6","Non-Binary Trees"
"Consider the problem of assigning the members of a set to disjoint subsets","chapter-6","Non-Binary Trees"
"called equivalence classes. Recall from Section 2.1 that an equivalence relation is","chapter-6","Non-Binary Trees"
"Sec. 6.2 The Parent Pointer Implementation 201","chapter-6","Non-Binary Trees"
"C D F","chapter-6","Non-Binary Trees"
"W","chapter-6","Non-Binary Trees"
"X Y","chapter-6","Non-Binary Trees"
"Parent’s Index 1 1 1 2","chapter-6","Non-Binary Trees"
"Label R A B C D E","chapter-6","Non-Binary Trees"
"Z","chapter-6","Non-Binary Trees"
"F W Z X Y","chapter-6","Non-Binary Trees"
"0 7 7 7 0","chapter-6","Non-Binary Trees"
"A B","chapter-6","Non-Binary Trees"
"E","chapter-6","Non-Binary Trees"
"R","chapter-6","Non-Binary Trees"
"Node Index 0 1 2 3 4 5 6 7 8 9 10","chapter-6","Non-Binary Trees"
"Figure 6.5 The parent pointer array implementation. Each node corresponds","chapter-6","Non-Binary Trees"
"to a position in the node array, which stores its value and a pointer to its parent.","chapter-6","Non-Binary Trees"
"The parent pointers are represented by the position in the array of the parent. The","chapter-6","Non-Binary Trees"
"root of any tree stores ROOT, represented graphically by a slash in the “Parent’s","chapter-6","Non-Binary Trees"
"Index” box. This figure shows two trees stored in the same parent pointer array,","chapter-6","Non-Binary Trees"
"one rooted at R, and the other rooted at W.","chapter-6","Non-Binary Trees"
"B","chapter-6","Non-Binary Trees"
"E","chapter-6","Non-Binary Trees"
"D","chapter-6","Non-Binary Trees"
"G","chapter-6","Non-Binary Trees"
"A F J","chapter-6","Non-Binary Trees"
"C","chapter-6","Non-Binary Trees"
"I","chapter-6","Non-Binary Trees"
"H","chapter-6","Non-Binary Trees"
"Figure 6.6 A graph with two connected components.","chapter-6","Non-Binary Trees"
"reflexive, symmetric, and transitive. Thus, if objects A and B are equivalent, and","chapter-6","Non-Binary Trees"
"objects B and C are equivalent, we must be able to recognize that objects A and C","chapter-6","Non-Binary Trees"
"are also equivalent.","chapter-6","Non-Binary Trees"
"There are many practical uses for disjoint sets and representing equivalences.","chapter-6","Non-Binary Trees"
"For example, consider Figure 6.6 which shows a graph of ten nodes labeled A","chapter-6","Non-Binary Trees"
"through J. Notice that for nodes A through I, there is some series of edges that","chapter-6","Non-Binary Trees"
"connects any pair of the nodes, but node J is disconnected from the rest of the","chapter-6","Non-Binary Trees"
"nodes. Such a graph might be used to represent connections such as wires be-","chapter-6","Non-Binary Trees"
"tween components on a circuit board, or roads between cities. We can consider","chapter-6","Non-Binary Trees"
"two nodes of the graph to be equivalent if there is a path between them. Thus,","chapter-6","Non-Binary Trees"
"nodes A, H, and E would be equivalent in Figure 6.6, but J is not equivalent to any","chapter-6","Non-Binary Trees"
"other. A subset of equivalent (connected) edges in a graph is called a connected","chapter-6","Non-Binary Trees"
"component. The goal is to quickly classify the objects into disjoint sets that corre-","chapter-6","Non-Binary Trees"
"202 Chap. 6 Non-Binary Trees","chapter-6","Non-Binary Trees"
"spond to the connected components. Another application for UNION/FIND occurs","chapter-6","Non-Binary Trees"
"in Kruskal’s algorithm for computing the minimal cost spanning tree for a graph","chapter-6","Non-Binary Trees"
"(Section 11.5.2).","chapter-6","Non-Binary Trees"
"The input to the UNION/FIND algorithm is typically a series of equivalence","chapter-6","Non-Binary Trees"
"pairs. In the case of the connected components example, the equivalence pairs","chapter-6","Non-Binary Trees"
"would simply be the set of edges in the graph. An equivalence pair might say that","chapter-6","Non-Binary Trees"
"object C is equivalent to object A. If so, C and A are placed in the same subset. If","chapter-6","Non-Binary Trees"
"a later equivalence relates A and B, then by implication C is also equivalent to B.","chapter-6","Non-Binary Trees"
"Thus, an equivalence pair may cause two subsets to merge, each of which contains","chapter-6","Non-Binary Trees"
"several objects.","chapter-6","Non-Binary Trees"
"Equivalence classes can be managed efficiently with the UNION/FIND alg-","chapter-6","Non-Binary Trees"
"orithm. Initially, each object is at the root of its own tree. An equivalence pair is","chapter-6","Non-Binary Trees"
"processed by checking to see if both objects of the pair are in the same tree us-","chapter-6","Non-Binary Trees"
"ing method differ. If they are in the same tree, then no change need be made","chapter-6","Non-Binary Trees"
"because the objects are already in the same equivalence class. Otherwise, the two","chapter-6","Non-Binary Trees"
"equivalence classes should be merged by the UNION method.","chapter-6","Non-Binary Trees"
"Example 6.2 As an example of solving the equivalence class problem,","chapter-6","Non-Binary Trees"
"consider the graph of Figure 6.6. Initially, we assume that each node of the","chapter-6","Non-Binary Trees"
"graph is in a distinct equivalence class. This is represented by storing each","chapter-6","Non-Binary Trees"
"as the root of its own tree. Figure 6.7(a) shows this initial configuration","chapter-6","Non-Binary Trees"
"using the parent pointer array representation. Now, consider what happens","chapter-6","Non-Binary Trees"
"when equivalence relationship (A, B) is processed. The root of the tree","chapter-6","Non-Binary Trees"
"containing A is A, and the root of the tree containing B is B. To make them","chapter-6","Non-Binary Trees"
"equivalent, one of these two roots is set to be the parent of the other. In","chapter-6","Non-Binary Trees"
"this case it is irrelevant which points to which, so we arbitrarily select the","chapter-6","Non-Binary Trees"
"first in alphabetical order to be the root. This is represented in the parent","chapter-6","Non-Binary Trees"
"pointer array by setting the parent field of B (the node in array position 1","chapter-6","Non-Binary Trees"
"of the array) to store a pointer to A. Equivalence pairs (C, H), (G, F), and","chapter-6","Non-Binary Trees"
"(D, E) are processed in similar fashion. When processing the equivalence","chapter-6","Non-Binary Trees"
"pair (I, F), because I and F are both their own roots, I is set to point to F.","chapter-6","Non-Binary Trees"
"Note that this also makes G equivalent to I. The result of processing these","chapter-6","Non-Binary Trees"
"five equivalences is shown in Figure 6.7(b).","chapter-6","Non-Binary Trees"
"The parent pointer representation places no limit on the number of nodes that","chapter-6","Non-Binary Trees"
"can share a parent. To make equivalence processing as efficient as possible, the","chapter-6","Non-Binary Trees"
"distance from each node to the root of its respective tree should be as small as","chapter-6","Non-Binary Trees"
"possible. Thus, we would like to keep the height of the trees small when merging","chapter-6","Non-Binary Trees"
"two equivalence classes together. Ideally, each tree would have all nodes pointing","chapter-6","Non-Binary Trees"
"directly to the root. Achieving this goal all the time would require too much ad-","chapter-6","Non-Binary Trees"
"Sec. 6.2 The Parent Pointer Implementation 203","chapter-6","Non-Binary Trees"
"0 1 2 3 4 5 6 7 8 9","chapter-6","Non-Binary Trees"
"0 1 2 3 4 5 6 7 8 9","chapter-6","Non-Binary Trees"
"0 1 2 3 4 5 6 7 8 9","chapter-6","Non-Binary Trees"
"(a)","chapter-6","Non-Binary Trees"
"(b)","chapter-6","Non-Binary Trees"
"(c)","chapter-6","Non-Binary Trees"
"(d)","chapter-6","Non-Binary Trees"
"0 1 2 3 4 5 6 7 8 9","chapter-6","Non-Binary Trees"
"B H G","chapter-6","Non-Binary Trees"
"A C F","chapter-6","Non-Binary Trees"
"A F","chapter-6","Non-Binary Trees"
"C G","chapter-6","Non-Binary Trees"
"H","chapter-6","Non-Binary Trees"
"F","chapter-6","Non-Binary Trees"
"A","chapter-6","Non-Binary Trees"
"B C","chapter-6","Non-Binary Trees"
"G D","chapter-6","Non-Binary Trees"
"E","chapter-6","Non-Binary Trees"
"H","chapter-6","Non-Binary Trees"
"J","chapter-6","Non-Binary Trees"
"J D","chapter-6","Non-Binary Trees"
"E","chapter-6","Non-Binary Trees"
"B D","chapter-6","Non-Binary Trees"
"E","chapter-6","Non-Binary Trees"
"J","chapter-6","Non-Binary Trees"
"B C D E F G H","chapter-6","Non-Binary Trees"
"B C D F G H","chapter-6","Non-Binary Trees"
"G","chapter-6","Non-Binary Trees"
"B C D E G H","chapter-6","Non-Binary Trees"
"A","chapter-6","Non-Binary Trees"
"A","chapter-6","Non-Binary Trees"
"A","chapter-6","Non-Binary Trees"
"E","chapter-6","Non-Binary Trees"
"F","chapter-6","Non-Binary Trees"
"I","chapter-6","Non-Binary Trees"
"B C D","chapter-6","Non-Binary Trees"
"J","chapter-6","Non-Binary Trees"
"I","chapter-6","Non-Binary Trees"
"I","chapter-6","Non-Binary Trees"
"E","chapter-6","Non-Binary Trees"
"H","chapter-6","Non-Binary Trees"
"J","chapter-6","Non-Binary Trees"
"F","chapter-6","Non-Binary Trees"
"A","chapter-6","Non-Binary Trees"
"I","chapter-6","Non-Binary Trees"
"I","chapter-6","Non-Binary Trees"
"I","chapter-6","Non-Binary Trees"
"I","chapter-6","Non-Binary Trees"
"J","chapter-6","Non-Binary Trees"
"J","chapter-6","Non-Binary Trees"
"0 0 5 5","chapter-6","Non-Binary Trees"
"0 3 5 2","chapter-6","Non-Binary Trees"
"3 2","chapter-6","Non-Binary Trees"
"5 0 0 5 3 2 5","chapter-6","Non-Binary Trees"
"A B D E F G H I C","chapter-6","Non-Binary Trees"
"5","chapter-6","Non-Binary Trees"
"5","chapter-6","Non-Binary Trees"
"5","chapter-6","Non-Binary Trees"
"J","chapter-6","Non-Binary Trees"
"Figure 6.7 An example of equivalence processing. (a) Initial configuration for","chapter-6","Non-Binary Trees"
"the ten nodes of the graph in Figure 6.6. The nodes are placed into ten independent","chapter-6","Non-Binary Trees"
"equivalence classes. (b) The result of processing five edges: (A, B), (C, H), (G, F),","chapter-6","Non-Binary Trees"
"(D, E), and (I, F). (c) The result of processing two more edges: (H, A) and (E, G).","chapter-6","Non-Binary Trees"
"(d) The result of processing edge (H, E).","chapter-6","Non-Binary Trees"
"204 Chap. 6 Non-Binary Trees","chapter-6","Non-Binary Trees"
"ditional processing to be worth the effort, so we must settle for getting as close as","chapter-6","Non-Binary Trees"
"possible.","chapter-6","Non-Binary Trees"
"A low-cost approach to reducing the height is to be smart about how two trees","chapter-6","Non-Binary Trees"
"are joined together. One simple technique, called the weighted union rule, joins","chapter-6","Non-Binary Trees"
"the tree with fewer nodes to the tree with more nodes by making the smaller tree’s","chapter-6","Non-Binary Trees"
"root point to the root of the bigger tree. This will limit the total depth of the tree to","chapter-6","Non-Binary Trees"
"O(log n), because the depth of nodes only in the smaller tree will now increase by","chapter-6","Non-Binary Trees"
"one, and the depth of the deepest node in the combined tree can only be at most one","chapter-6","Non-Binary Trees"
"deeper than the deepest node before the trees were combined. The total number","chapter-6","Non-Binary Trees"
"of nodes in the combined tree is therefore at least twice the number in the smaller","chapter-6","Non-Binary Trees"
"subtree. Thus, the depth of any node can be increased at most log n times when n","chapter-6","Non-Binary Trees"
"equivalences are processed.","chapter-6","Non-Binary Trees"
"Example 6.3 When processing equivalence pair (I, F) in Figure 6.7(b),","chapter-6","Non-Binary Trees"
"F is the root of a tree with two nodes while I is the root of a tree with only","chapter-6","Non-Binary Trees"
"one node. Thus, I is set to point to F rather than the other way around.","chapter-6","Non-Binary Trees"
"Figure 6.7(c) shows the result of processing two more equivalence pairs:","chapter-6","Non-Binary Trees"
"(H, A) and (E, G). For the first pair, the root for H is C while the root","chapter-6","Non-Binary Trees"
"for A is itself. Both trees contain two nodes, so it is an arbitrary decision","chapter-6","Non-Binary Trees"
"as to which node is set to be the root for the combined tree. In the case","chapter-6","Non-Binary Trees"
"of equivalence pair (E, G), the root of E is D while the root of G is F.","chapter-6","Non-Binary Trees"
"Because F is the root of the larger tree, node D is set to point to F.","chapter-6","Non-Binary Trees"
"Not all equivalences will combine two trees. If equivalence (F, G) is processed","chapter-6","Non-Binary Trees"
"when the representation is in the state shown in Figure 6.7(c), no change will be","chapter-6","Non-Binary Trees"
"made because F is already the root for G.","chapter-6","Non-Binary Trees"
"The weighted union rule helps to minimize the depth of the tree, but we can do","chapter-6","Non-Binary Trees"
"better than this. Path compression is a method that tends to create extremely shal-","chapter-6","Non-Binary Trees"
"low trees. Path compression takes place while finding the root for a given node X.","chapter-6","Non-Binary Trees"
"Call this root R. Path compression resets the parent of every node on the path from","chapter-6","Non-Binary Trees"
"X to R to point directly to R. This can be implemented by first finding R. A second","chapter-6","Non-Binary Trees"
"pass is then made along the path from X to R, assigning the parent field of each","chapter-6","Non-Binary Trees"
"node encountered to R. Alternatively, a recursive algorithm can be implemented as","chapter-6","Non-Binary Trees"
"follows. This version of FIND not only returns the root of the current node, but","chapter-6","Non-Binary Trees"
"also makes all ancestors of the current node point to the root.","chapter-6","Non-Binary Trees"
"public Integer FIND(Integer curr) {","chapter-6","Non-Binary Trees"
"if (array[curr] == null) return curr; // At root","chapter-6","Non-Binary Trees"
"array[curr] = FIND(array[curr]);","chapter-6","Non-Binary Trees"
"return array[curr];","chapter-6","Non-Binary Trees"
"}","chapter-6","Non-Binary Trees"
"Sec. 6.2 The Parent Pointer Implementation 205","chapter-6","Non-Binary Trees"
"5 0 0 5 5 5 0 5","chapter-6","Non-Binary Trees"
"A B C D J","chapter-6","Non-Binary Trees"
"0 1 2 3 4 5 6 7 8 9 A","chapter-6","Non-Binary Trees"
"B","chapter-6","Non-Binary Trees"
"G E","chapter-6","Non-Binary Trees"
"E F G H I","chapter-6","Non-Binary Trees"
"J","chapter-6","Non-Binary Trees"
"C H","chapter-6","Non-Binary Trees"
"I D","chapter-6","Non-Binary Trees"
"F","chapter-6","Non-Binary Trees"
"Figure 6.8 An example of path compression, showing the result of processing","chapter-6","Non-Binary Trees"
"equivalence pair (H, E) on the representation of Figure 6.7(c).","chapter-6","Non-Binary Trees"
"Example 6.4 Figure 6.7(d) shows the result of processing equivalence","chapter-6","Non-Binary Trees"
"pair (H, E) on the the representation shown in Figure 6.7(c) using the stan-","chapter-6","Non-Binary Trees"
"dard weighted union rule without path compression. Figure 6.8 illustrates","chapter-6","Non-Binary Trees"
"the path compression process for the same equivalence pair. After locating","chapter-6","Non-Binary Trees"
"the root for node H, we can perform path compression to make H point","chapter-6","Non-Binary Trees"
"directly to root object A. Likewise, E is set to point directly to its root, F.","chapter-6","Non-Binary Trees"
"Finally, object A is set to point to root object F.","chapter-6","Non-Binary Trees"
"Note that path compression takes place during the FIND operation, not","chapter-6","Non-Binary Trees"
"during the UNION operation. In Figure 6.8, this means that nodes B, C, and","chapter-6","Non-Binary Trees"
"H have node A remain as their parent, rather than changing their parent to","chapter-6","Non-Binary Trees"
"be F. While we might prefer to have these nodes point to F, to accomplish","chapter-6","Non-Binary Trees"
"this would require that additional information from the FIND operation be","chapter-6","Non-Binary Trees"
"passed back to the UNION operation. This would not be practical.","chapter-6","Non-Binary Trees"
"Path compression keeps the cost of each FIND operation very close to constant.","chapter-6","Non-Binary Trees"
"To be more precise about what is meant by “very close to constant,” the cost of path","chapter-6","Non-Binary Trees"
"compression for n FIND operations on n nodes (when combined with the weighted","chapter-6","Non-Binary Trees"
"union rule for joining sets) is approximately1 Θ(n log∗ n). The notation “log∗ n”","chapter-6","Non-Binary Trees"
"means the number of times that the log of n must be taken before n ≤ 1. For","chapter-6","Non-Binary Trees"
"example, log∗","chapter-6","Non-Binary Trees"
"65536 is 4 because log 65536 = 16, log 16 = 4, log 4 = 2, and","chapter-6","Non-Binary Trees"
"finally log 2 = 1. Thus, log∗ n grows very slowly, so the cost for a series of n FIND","chapter-6","Non-Binary Trees"
"operations is very close to n.","chapter-6","Non-Binary Trees"
"Note that this does not mean that the tree resulting from processing n equiva-","chapter-6","Non-Binary Trees"
"lence pairs necessarily has depth Θ(log∗ n). One can devise a series of equivalence","chapter-6","Non-Binary Trees"
"operations that yields Θ(log n) depth for the resulting tree. However, many of the","chapter-6","Non-Binary Trees"
"equivalences in such a series will look only at the roots of the trees being merged,","chapter-6","Non-Binary Trees"
"requiring little processing time. The total amount of processing time required for","chapter-6","Non-Binary Trees"
"n operations will be Θ(n log∗ n), yielding nearly constant time for each equiva-","chapter-6","Non-Binary Trees"
"1To be more precise, this cost has been found to grow in time proportional to the inverse of","chapter-6","Non-Binary Trees"
"Ackermann’s function. See Section 6.6.","chapter-6","Non-Binary Trees"
"206 Chap. 6 Non-Binary Trees","chapter-6","Non-Binary Trees"
"lence operation. This is an example of amortized analysis, discussed further in","chapter-6","Non-Binary Trees"
"Section 14.3.","chapter-6","Non-Binary Trees"
"6.3 General Tree Implementations","chapter-6","Non-Binary Trees"
"We now tackle the problem of devising an implementation for general trees that","chapter-6","Non-Binary Trees"
"allows efficient processing for all member functions of the ADTs shown in Fig-","chapter-6","Non-Binary Trees"
"ure 6.2. This section presents several approaches to implementing general trees.","chapter-6","Non-Binary Trees"
"Each implementation yields advantages and disadvantages in the amount of space","chapter-6","Non-Binary Trees"
"required to store a node and the relative ease with which key operations can be","chapter-6","Non-Binary Trees"
"performed. General tree implementations should place no restriction on how many","chapter-6","Non-Binary Trees"
"children a node may have. In some applications, once a node is created the number","chapter-6","Non-Binary Trees"
"of children never changes. In such cases, a fixed amount of space can be allocated","chapter-6","Non-Binary Trees"
"for the node when it is created, based on the number of children for the node. Mat-","chapter-6","Non-Binary Trees"
"ters become more complicated if children can be added to or deleted from a node,","chapter-6","Non-Binary Trees"
"requiring that the node’s space allocation be adjusted accordingly.","chapter-6","Non-Binary Trees"
"6.3.1 List of Children","chapter-6","Non-Binary Trees"
"Our first attempt to create a general tree implementation is called the “list of chil-","chapter-6","Non-Binary Trees"
"dren” implementation for general trees. It simply stores with each internal node a","chapter-6","Non-Binary Trees"
"linked list of its children. This is illustrated by Figure 6.9.","chapter-6","Non-Binary Trees"
"The “list of children” implementation stores the tree nodes in an array. Each","chapter-6","Non-Binary Trees"
"node contains a value, a pointer (or index) to its parent, and a pointer to a linked list","chapter-6","Non-Binary Trees"
"of the node’s children, stored in order from left to right. Each linked list element","chapter-6","Non-Binary Trees"
"contains a pointer to one child. Thus, the leftmost child of a node can be found","chapter-6","Non-Binary Trees"
"directly because it is the first element in the linked list. However, to find the right","chapter-6","Non-Binary Trees"
"sibling for a node is more difficult. Consider the case of a node M and its parent P.","chapter-6","Non-Binary Trees"
"To find M’s right sibling, we must move down the child list of P until the linked list","chapter-6","Non-Binary Trees"
"element storing the pointer to M has been found. Going one step further takes us to","chapter-6","Non-Binary Trees"
"the linked list element that stores a pointer to M’s right sibling. Thus, in the worst","chapter-6","Non-Binary Trees"
"case, to find M’s right sibling requires that all children of M’s parent be searched.","chapter-6","Non-Binary Trees"
"Combining trees using this representation is difficult if each tree is stored in a","chapter-6","Non-Binary Trees"
"separate node array. If the nodes of both trees are stored in a single node array, then","chapter-6","Non-Binary Trees"
"adding tree T as a subtree of node R is done by simply adding the root of T to R’s","chapter-6","Non-Binary Trees"
"list of children.","chapter-6","Non-Binary Trees"
"6.3.2 The Left-Child/Right-Sibling Implementation","chapter-6","Non-Binary Trees"
"With the “list of children” implementation, it is difficult to access a node’s right","chapter-6","Non-Binary Trees"
"sibling. Figure 6.10 presents an improvement. Here, each node stores its value","chapter-6","Non-Binary Trees"
"and pointers to its parent, leftmost child, and right sibling. Thus, each of the basic","chapter-6","Non-Binary Trees"
"Sec. 6.3 General Tree Implementations 207","chapter-6","Non-Binary Trees"
"R","chapter-6","Non-Binary Trees"
"A B","chapter-6","Non-Binary Trees"
"C D E F","chapter-6","Non-Binary Trees"
"Index Val Par","chapter-6","Non-Binary Trees"
"0","chapter-6","Non-Binary Trees"
"1","chapter-6","Non-Binary Trees"
"2","chapter-6","Non-Binary Trees"
"3","chapter-6","Non-Binary Trees"
"4","chapter-6","Non-Binary Trees"
"5","chapter-6","Non-Binary Trees"
"6","chapter-6","Non-Binary Trees"
"7","chapter-6","Non-Binary Trees"
"R","chapter-6","Non-Binary Trees"
"A","chapter-6","Non-Binary Trees"
"C","chapter-6","Non-Binary Trees"
"B","chapter-6","Non-Binary Trees"
"D","chapter-6","Non-Binary Trees"
"F","chapter-6","Non-Binary Trees"
"E","chapter-6","Non-Binary Trees"
"0","chapter-6","Non-Binary Trees"
"1","chapter-6","Non-Binary Trees"
"0","chapter-6","Non-Binary Trees"
"1","chapter-6","Non-Binary Trees"
"3","chapter-6","Non-Binary Trees"
"1","chapter-6","Non-Binary Trees"
"3","chapter-6","Non-Binary Trees"
"2 4 6","chapter-6","Non-Binary Trees"
"5","chapter-6","Non-Binary Trees"
"1","chapter-6","Non-Binary Trees"
"Figure 6.9 The “list of children” implementation for general trees. The col-","chapter-6","Non-Binary Trees"
"umn of numbers to the left of the node array labels the array indices. The column","chapter-6","Non-Binary Trees"
"labeled “Val” stores node values. The column labeled “Par” stores indices (or","chapter-6","Non-Binary Trees"
"pointers) to the parents. The last column stores pointers to the linked list of chil-","chapter-6","Non-Binary Trees"
"dren for each internal node. Each element of the linked list stores a pointer to one","chapter-6","Non-Binary Trees"
"of the node’s children (shown as the array index of the target node).","chapter-6","Non-Binary Trees"
"ADT operations can be implemented by reading a value directly from the node.","chapter-6","Non-Binary Trees"
"If two trees are stored within the same node array, then adding one as the subtree","chapter-6","Non-Binary Trees"
"of the other simply requires setting three pointers. Combining trees in this way","chapter-6","Non-Binary Trees"
"is illustrated by Figure 6.11. This implementation is more space efficient than the","chapter-6","Non-Binary Trees"
"“list of children” implementation, and each node requires a fixed amount of space","chapter-6","Non-Binary Trees"
"in the node array.","chapter-6","Non-Binary Trees"
"6.3.3 Dynamic Node Implementations","chapter-6","Non-Binary Trees"
"The two general tree implementations just described use an array to store the col-","chapter-6","Non-Binary Trees"
"lection of nodes. In contrast, our standard implementation for binary trees stores","chapter-6","Non-Binary Trees"
"each node as a separate dynamic object containing its value and pointers to its two","chapter-6","Non-Binary Trees"
"children. Unfortunately, nodes of a general tree can have any number of children,","chapter-6","Non-Binary Trees"
"and this number may change during the life of the node. A general tree node imple-","chapter-6","Non-Binary Trees"
"mentation must support these properties. One solution is simply to limit the number","chapter-6","Non-Binary Trees"
"of children permitted for any node and allocate pointers for exactly that number of","chapter-6","Non-Binary Trees"
"children. There are two major objections to this. First, it places an undesirable","chapter-6","Non-Binary Trees"
"limit on the number of children, which makes certain trees unrepresentable by this","chapter-6","Non-Binary Trees"
"implementation. Second, this might be extremely wasteful of space because most","chapter-6","Non-Binary Trees"
"nodes will have far fewer children and thus leave some pointer positions empty.","chapter-6","Non-Binary Trees"
"208 Chap. 6 Non-Binary Trees","chapter-6","Non-Binary Trees"
"R’","chapter-6","Non-Binary Trees"
"Left Val ParRight","chapter-6","Non-Binary Trees"
"R","chapter-6","Non-Binary Trees"
"A B","chapter-6","Non-Binary Trees"
"C D E F","chapter-6","Non-Binary Trees"
"X","chapter-6","Non-Binary Trees"
"X 7","chapter-6","Non-Binary Trees"
"1","chapter-6","Non-Binary Trees"
"1","chapter-6","Non-Binary Trees"
"1","chapter-6","Non-Binary Trees"
"0","chapter-6","Non-Binary Trees"
"2","chapter-6","Non-Binary Trees"
